"Reino","Filo","Classe","Ordem","Familia","Genero","Nome_Cientifico","Nome_Cientifico_Anterior","Autor","Nome_Comum","Grupo","Mes_Ano_Avaliacao","Categoria","Possivemente_Extinta","Criterio","Justificativa","Endemica_Brasil","Consta_em_Lista_Nacional_Oficial","Estado","Regiao","Bioma","Bacia_Hidrografica","Unidade_de_Conservacao_Federal","Unidade_de_Conservacao_Estadual","RPPN","Migratoria","Tendencia_Populacional","Ameaca","Uso","Acao_Conservacao","Plano_de_Acao","Listas_e_Convencoes","Altitude_min_max_","Barimetria_min_max_"
"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","Physalaemus nanus","Physalaemus nanus","(Boulenger, 1888)","Rãzinha-do-folhiço","Anfíbios","09/2018","Menos Preocupante","","","Physalaemus nanus é endêmica do Brasil, com registros de ocorrência entre os estados de São Paulo e Rio Grande do Sul. Trata-se de uma espécie comumente encontrada durante o período de reprodução, que habita florestas e pode ocupar ambientes com certo grau de antropização. Embora exista perda de vegetação natural na área de sua distribuição, não há evidências de que ameaças que possam colocá-la em risco de extinção. Ocorre em várias unidades de conservação. Portanto, Physalaemus nanus foi avaliada como Menos Preocupante (LC).","Sim","Não","Paraná, Rio Grande do Sul, Santa Catarina, São Paulo","|Sudeste|Sul|","Cerrado, Mata Atlântica","Sub-bacia Guaíba Sub-bacia Iguaçu Sub-bacia Litoral RJ SP Sub-bacia Litoral RS Sub-bacia Litoral SP PR SC Sub-bacia Paranapanema Sub-bacia Tietê","ARIE Serra da Abelha e Rio da Prata , PARNA Campos Gerais, PARNA da Serra do Itajaí, PARNA da Serra Geral, PARNA Saint-Hilaire/Lange, REVIS dos Campos de Palmas","ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, PARQUE ESTADUAL DA SERRA DO TABULEIRO, PARQUE ESTADUAL DA SERRA FURADA, PARQUE NATURAL MUNICIPAL MORRO DO CÉU","RPPN Chácara Edith","","Estável","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Strabomantidae","Pristimantis","Pristimantis paulodutrai","Ischnocnema paulodutrai","(Bokermann, 1975)","","Anfíbios","09/2018","Menos Preocupante","","","Pristimantis paulodutrai é endêmica do Brasil, com registros de ocorrência na Mata Atlântica costeira dos estados da Bahia e Minas Gerais, podendo ser encontrada também em florestas úmidas de altitude no interior da Bahia. A espécie é comum, ocorre também em áreas antropizadas, incluindo plantações de cacau, e possui ampla distribuição. Não foram identificadas ameaças que a coloquem em risco de extinção. Portanto, Pristimantis paulodutrai foi avaliada como Menos Preocupante (LC).","Sim","Não","Bahia, Minas Gerais","|Nordeste|Sudeste|","Caatinga, Mata Atlântica","Sub-bacia Contas Sub-bacia Itapecuru-Paraguaçu Sub-bacia Jequitinhonha Sub-bacia Litoral BA ES","PARNA do Descobrimento, PARNA do Pau Brasil, REBIO de Una, REVIS Una","ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA, ÁREA DE RELEVANTE INTERESSE ECOLÓGICO CORREDOR ECOLÓGICO LAGOA ENCANTADA / SERRA DO CONDURU, ESTAÇÃO ECOLÓGICA ESTADUAL WENCESLAU GUIMARÃES, PARQUE ESTADUAL DAS SETE PASSAGENS, REFÚGIO ESTADUAL DE VIDA SILVESTRE MATA DOS MURIQUIS","RPN Salto Apepique","","Estável","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Boana","Boana leptolineata","Hypsiboas leptolineatus","(Braun & Braun, 1977)","Perereca-de-pijamas","Anfíbios","09/2018","Menos Preocupante","","","Boana leptolineata é endêmica do Brasil, com registros nos biomas Mata Atlântica e Pampa nos estados do Rio Grande do Sul, Santa Catarina e Paraná. Trata-se de espécie comum e abundante, que ocorre em áreas de brejo ou riachos de ambientes abertos naturais ou antrópicos, sempre associadas à ocorrência da Floresta Ombrófila Mista. Ocorre em unidade de conservação, inclusive federal de proteção integral, e não há ameaças evidentes que possam colocar a espécie em risco de extinção. Por essas razões, Boana leptolineata foi avaliada como Menos Preocupante (LC).","Sim","Não","Paraná, Rio Grande do Sul, Santa Catarina","|Sul|","Mata Atlântica","Sub-bacia Guaíba Sub-bacia Iguaçu Sub-bacia Litoral RS Sub-bacia Litoral SP PR SC Sub-bacia Paraná RH1 Sub-bacia Uruguai Alto","FLONA Chapecó, FLONA São Francisco de Paula, Parna Aparados da Serra, PARNA Araucárias, PARNA da Serra Geral, PARNA São Joaquim, REVIS dos Campos de Palmas","ÁREA DE PROTEçãO AMBIENTAL ROTA DO SOL, PARQUE ESTADUAL DA SERRA FURADA, PARQUE ESTADUAL RIO CANOAS","RPPN Rancho Mira-Serra","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Aromobatidae","Allobates","Allobates trilineatus","","(Boulenger, 1884)","","Anfíbios","09/2018","Menos Preocupante","","","Allobates trilineatus ocorre na a porção ocidental da Amazônia, no Brasil, Peru, Bolívia, Equador e Colômbia. No Brasil, há registros nos estados do Acre, sul do Amazonas e Rondônia. Ao longo de sua extensão de ocorrência são observados remanescentes florestais bem conservados, e a espécie tem sido encontrada frequentemente em estudos recentes. Não há ameaças evidentes que possam colocá-la em risco de extinção. Por essas razões, Allobates trilineatus foi avaliada como Menos Preocupante (LC).","Não","Não","Acre, Amazonas, Rondônia","|Norte|","Amazônia","Sub-bacia Madeira Sub-bacia Purus Sub-bacia Solimões","ESEC Rio Acre, FLONA Macauã, PARNA Mapinguari, PARNA Serra do Divisor, RESEX Arapixi","ÁREA DE PROTEÇÃO AMBIENTAL IGARAPÉ SÃO FRANCISCO","","Não","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Centrolenidae","Hyalinobatrachium","Hyalinobatrachium mondolfii","Hyalinobatrachium mondolfii","Señaris & Ayarzagüena, 2001","Perereca-de-vidro","Anfíbios","05/2018","Menos Preocupante","","","Hyalinobatrachium mondolfii possui ampla distribuição no norte da América do Sul, com registros no Brasil, Bolívia, Colômbia, Peru, Venezuela, Guiana, Guiana Francesa e Suriname. No Brasil, foi registrada em 2011 na Estação Ecológica Grão-Pará, estado do Pará. Trata-se de espécie arborícola, encontrada no dossel de floresta ombrófila do bioma Amazônia. Ocorre em área preservada, não havendo evidências de ameaças que possam colocá-la em risco de extinção. Por estas razões, Hyalinobatrachium mondolfii foi avaliada como Menos Preocupante (LC).","Não","Não","Pará","|Norte|","Amazônia","Sub-bacia Trombetas","","ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ","","Não","Desconhecida","","3 - Animais de estimação/ornamentais","","","CITES - Anexo II","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Bokermannohyla","Bokermannohyla ravida","Bokermannohyla ravida","(Caramaschi, Napoli & Bernardes, 2001)","","Anfíbios","06/2017","Dados Insuficientes","","","Bokermannohyla ravida é endêmica do Brasil, conhecida apenas de duas localidades no Cerrado do estado de Minas Gerais, uma no município de Presidente Olegário e outra no município de São Gotardo. Nessa região há intensa atividade agropecuária, no entanto, a espécie ainda é pouco conhecida, não havendo informações suficientes sobre distribuição, população e impacto das ameaças para uma avaliação adequada do seu risco de extinção. Por esses motivos, Bokermannohyla ravida foi avaliada como Dados Insuficientes (DD).","Sim","Não","Minas Gerais","|Sudeste|","Cerrado","Sub-bacia Paranaíba Sub-bacia São Francisco Alto","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.3 - Pecuária agro-industrial","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Microhylidae","Chiasmocleis","Chiasmocleis centralis","Chiasmocleis centralis","Bokermann, 1952","Sapinho-zunidor-do-Brasil-Central","Anfíbios","06/2017","Dados Insuficientes","","","Chiasmocleis centralis é endêmica do Brasil, restrita ao Cerrado, sendo conhecida apenas de duas localidades no estado de Goiás, nos municípios de Aruanã e Minaçu. A espécie foi descrita em 1952 a partir de material de coleção mal preservado e nunca mais foi encontrada em campo, apesar de esforços de coletas na região. Existem incertezas quanto à sua distribuição e é possível que seja sinônimo de C. albopuntata. A região onde ocorre é impactada por atividade agropastoril, minerária e implantação de hidrelétricas. Considerando a incerteza taxonômica e a falta de informações sobre distribuição, população e impactos das ameaças, Chiasmocleis centralis foi avaliada como Dados Insuficientes (DD).","Sim","Não","Goiás","|Centro-Oeste|","Cerrado","Sub-bacia Araguaia Sub-bacia Tocantins Alto","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.3 - Pecuária agro-industrial 3 - Produção energética e mineração|3.2 - Mineração|3.2.3 - Extração de minérios - subsolo 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Microhylidae","Chiasmocleis","Chiasmocleis papachibe","Chiasmocleis papachibe","Peloso, Sturaro, Forlani, Gaucher, Motta & Wheeler, 2014","","Anfíbios","06/2017","Dados Insuficientes","","","Chiasmocleis papachibe é endêmica do Brasil, conhecida apenas de duas localidades no estado do Pará, uma no município de Bacarena e outra no município de Paragominas. A espécie parece ser endêmica do Centro de Endemismo de Belém, uma região da Amazônia que sofre forte pressão antrópica, sobretudo da mineração, ocupação humana e atividades agropecuárias. No entanto, a espécie parece ser de difícil detecção e sua distribuição ainda não é bem conhecida. Também não há informações sobre população ou impacto das ameaças para uma avaliação adequada de seu risco de extinção. Por essas razões, Chiasmocleis papachibe foi avaliada com Dados Insuficientes (DD).","Sim","Não","Pará","|Norte|","Amazônia","Sub-bacia Tocantins Baixo","","","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.3 - Pecuária agro-industrial 3 - Produção energética e mineração|3.2 - Mineração|3.2.3 - Extração de minérios - subsolo 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.2 - Uso intencional - larga escala","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Crossodactylodes","Crossodactylodes itambe","Crossodactylodes itambe","Barata, Santos, Leite & Garcia, 2013","Sapinho-do-Itambé","Anfíbios","06/2017","Criticamente em Perigo","Não","B1ab(iii)+2ab(iii)","Crossodactylodes itambe é endêmica do Brasil, do estado de Minas Gerais, conhecida somente para o Parque Estadual do Pico do Itambé, cuja área é de 1,35 km2. A espécie foi registrada em área de transição entre os biomas Cerrado e Mata Atlântica, em altitudes acima de 1.700 metros, e os girinos foram encontrados somente em bromélias rupícolas da espécie Vriesea medusa em áreas abertas de campos rupestres. A extensão de ocorrência e a área de ocupação foram estimadas em 0,50 km2 (equivalentes à área do bromelial), correspondendo a uma única localização, cujos incêndios recorrentes são a principal ameaça e causam declínio contínuo da qualidade do hábitat. Por essas razões, Crossodactylodes itambe foi avaliada como Criticamente em Perigo (CR) pelos critérios B1ab(iii)+2ab(iii).","Sim","Sim","Minas Gerais","|Sudeste|","Mata Atlântica","Sub-bacia Jequitinhonha","","ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES, PARQUE ESTADUAL PICO DO ITAMBÉ","","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.2 - Pecuária em pequenas propriedades 5 - Uso de recursos biológicos|5.2 - Coleta de plantas terrestres|5.2.2 - Efeitos indiretos (a espécie não é o alvo) 6 - Distúrbios humanos|6.1 - Atividades recreacionais/turísticas 7 - Modificações nos sistemas naturais|7.1 - Incêndios e supressão de incêndios|7.1.1 - Aumento da frequência/intensidade de incêndios","","Plano de Ação Nacional (PAN)","","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Dendropsophus","Dendropsophus rhea","Dendropsophus rhea","(Napoli & Caramaschi, 1999)","","Anfíbios","06/2017","Dados Insuficientes","","","Dendropsophus rhea é endêmica do Brasil, do bioma Cerrado, registrada apenas na localidade-tipo, no município de Pirassununga, estado de São Paulo. Apenas a série-tipo (numerosa) é conhecida e esforços mais recentes de coleta na região não registraram a espécie. A principal ameaça parece ser a drenagem dos corpos d'água, provocada pela derrubada da vegetação marginal e a conversão de áreas naturais em agricultura e pequenas plantações de eucaliptos. Há ainda problemas taxonômicos, pois a espécie é morfologicamente indistinguível de D jimi. Assim, as informações sobre distribuição e população são insuficientes para uma avaliação adequada do risco de extinção da espécie. Portanto, Dendropsophus rhea foi avaliada como Dados Insuficientes (DD).","Sim","Não","São Paulo","|Sudeste|","Mata Atlântica","Sub-bacia Grande","","","","","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.1 - Plantações em pequenas propriedades 5 - Uso de recursos biológicos|5.3 - Extração florestal|5.3.5 - Motivação desconhecida","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil","","",""
"Animalia","Chordata","Amphibia","Anura","Microhylidae","Hamptophryne","Hamptophryne alios","Hamptophryne alios","(Wild, 1995)","","Anfíbios","06/2017","Dados Insuficientes","","","Hamptophryne alios ocorre na América do Sul, no Peru, Bolívia e Brasil. No Brasil, há registro de dois indivíduos no estado de Rondônia, na margem direita do rio Madeira. Os registros estão em área afetada pelo represamento das usinas hidrelétricas de Santo Antônio e Jirau. No entanto, não há informações sobre distribuição e população que possibilitem uma avaliação adequada do risco de extinção da espécie. Por esses motivos, Hamptophryne alios foi avaliada com Dados Insuficientes (DD).","Não","Não","Rondônia","|Norte|","Amazônia","Sub-bacia Madeira","","","","","Desconhecida","3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas 7 - Modificações nos sistemas naturais|7.2 - Represas e uso de água|7.2.10 - Represas (grandes) 7 - Modificações nos sistemas naturais|7.2 - Represas e uso de água|7.2.4 - Captação de água de superfície - uso desconhecido","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Brachycephalidae","Ischnocnema","Ischnocnema karst","","Canedo, Targino, Leite & Haddad, 2012","Rãzinha-do-folhiço","Anfíbios","06/2017","Vulnerável","","B1ab(iii); D2","Ischnocnema karst é endêmica do Brasil, conhecida apenas da localidade-tipo, no município de Arcos, estado de Minas Gerais, em zona de transição entre os biomas Cerrado e Mata Atlântica, na região do Alto São Francisco. A espécie possui hábitat específico, encontrada somente em mancha de mata semidecídua a decídua associada a solo calcário (cárstico). Há lacunas amostrais, mas considerando a disponibilidade de ambientes favoráveis à ocorrência da espécie e amostragens em outros municípios da região do Alto São Francisco, é possível supor que sua extensão de ocorrência não exceda 20.000 km2. Essa região possui intensa atividade de mineração, que provoca declínio contínuo da qualidade do hábitat da espécie. A própria localidade-tipo encontra-se na área de uma mineradora. Foram consideradas menos de cinco localizações, tendo a mineração como principal ameaça. Por esses motivos, Ischnocnema karst foi avaliada como Vulnerável (VU) pelos critérios B1ab(iii); D2.","Sim","Sim","Minas Gerais","|Sudeste|","Cerrado","Sub-bacia São Francisco Alto","","","","Não","Desconhecida","3 - Produção energética e mineração|3.2 - Mineração|3.2.2 - Extração de seixo/pedra","","Criação de áreas protegidas, Plano de Ação Nacional (PAN), Proteção de locais/áreas","Plano de Ação Nacional para Conservação das Espécies Ameaçadas de Extinção da Ictiofauna, Herpetofauna e Primatas do Cerrado e Pantanal","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Boana","Boana boans","Hypsiboas boans","(Linnaeus, 1758)","","Anfíbios","05/2018","Menos Preocupante","","","Boana boans ocorre na América do Sul, com registros na Bolívia, Brasil, Colômbia, Equador, Guiana Francesa, Guiana, Panamá, Peru, Suriname, Trinidad e Tobago e Venezuela. No Brasil, possui ampla distribuição no bioma Amazônia, e não há ameaças evidentes que possam colocá-la em risco de extinção. Por essas razões, Boana boans foi avaliada como Menos Preocupante (LC).","Não","Não","Acre, Amapá, Amazonas, Maranhão, Mato Grosso, Pará, Rondônia, Roraima","|Centro-Oeste|Nordeste|Norte|","Amazônia, Cerrado","Sub-bacia Amapá Litoral Sub-bacia Araguaia Sub-bacia Foz Amazonas Sub-bacia Gurupi Sub-bacia Itapecuru Sub-bacia Madeira Sub-bacia Negro Sub-bacia Solimões Sub-bacia Tapajós Sub-bacia Tocantins Baixo Sub-bacia Trombetas Sub-bacia Xingu","PARNA Montanhas do Tumucumaque, PARNA Serra do Divisor, RESEX Alto Juruá, RESEX Lago do Capanã Grande, RESEX Riozinho da Liberdade, RESEX Riozinho do Anfrísio","ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS, FLORESTA ESTADUAL DO AMAPÁ","RPPN Fazenda Pioneira, RPPN Laço de Amor","","Desconhecida","","","","","","",""
"Animalia","Chordata","Amphibia","Anura","Hylidae","Boana","Boana buriti","Hypsiboas buriti","(Caramaschi & Cruz, 1999)","Perereca-buriti, Perereca-de-pijama-buriti","Anfíbios","05/2018","Vulnerável","","B1ab(iii,iv)","Boana buriti é endêmica do Brasil, do bioma Cerrado, apresentando distribuição restrita e disjunta. É conhecida apenas de quatro localidades situadas nos estados de Minas Gerais e Goiás e no Distrito Federal, com extensão de ocorrência estimada em 12.474 km2. A espécie é conspícua e não tem sido mais observada em anos recentes em duas de suas localidades (Fazenda São Miguel - MG e Fazenda Água Limpa - DF). Na Fazenda São Miguel, seu hábitat foi removido após instalação de pivôs centrais de irrigação e, na Fazenda Água Limpa, houve desaparecimento de uma poça utilizada pela espécie. Boana buriti parece ser muito sensível a mudanças no nível do lençol freático e quase toda sua distribuição encontra-se em área fortemente cobiçada e impactada pela agricultura mecanizada, causando fragmentação e declínio contínuo de área e da qualidade do hábitat da espécie. É possível supor que a fragmentação do ambiente esteja causando também fragmentação severa da população. Por essas razões, Boana buriti foi avaliada como Vulnerável (VU) pelo critério B1ab(iii,iv).","Sim","Sim","Distrito Federal, Goiás, Minas Gerais","|Centro-Oeste|Sudeste|","Cerrado","Sub-bacia Paranaíba Sub-bacia São Francisco Médio","APA Planalto Central, ARIE Capetinga-Taquara","APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO","","Não","Declinando","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.3 - Agricultura agro-industrial","","Criação de áreas protegidas, Plano de Ação Nacional (PAN), Proteção de locais/áreas","Plano de Ação Nacional para Conservação das Espécies Ameaçadas de Extinção da Ictiofauna, Herpetofauna e Primatas do Cerrado e Pantanal","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
